student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
487975,10.4,81.1,8.0,67.6,C
293199,16.0,69.4,2.5,100.0,A
252078,14.6,81.0,4.8,75.4,B
36306,9.1,91.0,4.3,68.4,C
845564,14.0,77.2,5.9,96.0,A
44736,9.9,82.4,8.3,87.4,A
650975,16.0,86.1,8.8,91.5,A
101493,5.1,76.2,5.4,60.6,C
258360,13.5,89.1,7.6,88.5,A
49639,16.0,85.1,10.0,67.0,C
69404,16.0,100.0,7.4,93.5,A
921987,16.0,74.4,3.7,97.8,A
336381,13.3,92.7,7.2,97.4,A
8020,16.0,77.5,3.5,85.8,A
424,16.0,100.0,7.1,89.8,A
314462,15.8,90.5,5.8,87.5,A
661956,16.0,94.2,3.5,88.4,A
365274,12.0,72.5,2.3,85.3,A
185802,5.6,90.4,5.1,59.8,C
780113,14.4,88.6,6.7,84.2,B
701483,16.0,59.7,4.1,83.1,B
777181,14.2,87.4,7.2,78.7,B
824882,15.7,79.2,3.2,89.2,A
443081,16.0,94.8,3.5,100.0,A
2602,16.0,90.6,4.6,95.2,A
163863,14.5,89.5,4.4,92.9,A
316375,14.0,87.2,5.2,85.6,A
943202,16.0,89.4,7.3,99.7,A
418821,12.8,85.8,5.6,85.2,A
82741,14.3,100.0,6.1,73.8,B
607507,5.6,80.8,4.4,49.6,D
724623,16.0,99.0,4.0,100.0,A
620504,6.9,82.9,4.6,83.8,B
527622,8.9,67.6,9.4,78.3,B
200010,10.7,99.4,4.8,59.8,C
221580,7.9,86.5,5.0,77.0,B
69886,10.6,86.9,6.5,93.0,A
626178,9.2,74.7,4.6,73.8,B
24712,7.1,81.4,10.0,59.8,C
954671,16.0,77.7,5.0,100.0,A
219282,16.0,76.2,5.9,59.6,C
329043,11.9,96.9,5.2,70.9,B
587739,16.0,100.0,8.3,100.0,A
898187,16.0,96.2,6.9,100.0,A
577208,9.4,78.2,4.6,72.4,B
942522,7.6,73.7,7.3,54.0,D
546600,16.0,78.1,3.1,100.0,A
644807,16.0,92.5,9.5,93.1,A
238750,12.7,76.8,2.3,68.5,C
937041,16.0,66.6,5.5,76.1,B
481908,16.0,95.6,9.2,99.9,A
205935,16.0,72.9,8.2,97.9,A
241933,6.5,74.4,8.2,40.2,D
433451,16.0,93.5,3.7,100.0,A
971312,16.0,98.9,5.9,100.0,A
394774,16.0,76.1,7.6,100.0,A
901873,16.0,98.0,5.5,100.0,A
526625,15.9,80.3,9.1,82.6,B
737182,14.9,70.2,4.4,100.0,A
591486,9.3,75.8,7.4,89.0,A
313844,12.2,87.4,9.6,80.4,B
860867,14.2,80.4,5.7,82.5,B
323160,16.0,80.3,6.4,100.0,A
685363,10.6,80.3,4.7,68.8,C
279071,12.5,77.7,4.4,82.3,B
628696,16.0,98.1,2.6,100.0,A
753916,16.0,91.3,8.7,98.9,A
804834,16.0,100.0,6.6,91.0,A
883794,3.8,96.4,5.8,53.3,D
165244,16.0,81.8,8.3,100.0,A
97282,14.9,77.4,3.3,100.0,A
700582,16.0,77.4,6.2,80.0,B
830305,14.9,61.6,7.1,95.8,A
601035,9.8,92.4,4.7,78.4,B
154124,16.0,83.6,4.5,100.0,A
184961,7.9,96.1,6.8,68.5,C
715045,16.0,89.3,3.3,97.6,A
103964,16.0,81.0,4.4,92.9,A
911483,12.4,93.4,6.8,93.3,A
611690,8.6,87.5,6.7,78.0,B
641849,9.2,100.0,7.8,46.6,D
601847,16.0,86.8,4.2,98.4,A
243715,12.3,91.8,4.9,72.6,B
692857,16.0,97.4,7.0,100.0,A
779022,16.0,94.0,5.6,100.0,A
231293,11.0,84.8,5.8,61.2,C
509977,16.0,88.8,7.1,100.0,A
517643,15.8,74.4,5.2,92.0,A
819413,16.0,91.5,6.2,100.0,A
949525,16.0,75.6,5.0,100.0,A
69154,12.2,86.1,6.3,81.2,B
128164,15.6,69.4,5.3,84.1,B
688471,16.0,86.8,8.3,100.0,A
306497,16.0,80.3,6.9,100.0,A
666842,14.4,87.4,6.5,76.6,B
806276,10.1,78.5,4.9,69.2,C
880614,16.0,78.7,4.9,100.0,A
141136,16.0,94.6,4.7,100.0,A
350825,16.0,83.0,9.8,91.8,A
112104,16.0,79.2,4.8,100.0,A
54904,5.6,83.1,7.6,38.7,F
976711,12.6,100.0,0.0,95.2,A
252521,10.8,73.7,3.6,80.2,B
977726,12.2,62.5,2.2,97.2,A
692818,16.0,58.6,8.3,100.0,A
35407,15.9,81.2,9.8,97.5,A
231663,10.1,94.1,4.8,82.2,B
956249,16.0,69.7,6.0,100.0,A
990103,16.0,91.2,5.3,100.0,A
771768,16.0,91.2,4.2,80.6,B
220323,13.5,87.0,8.3,87.8,A
688510,15.0,81.2,4.6,77.3,B
503428,16.0,98.0,9.2,93.8,A
846111,6.8,96.2,6.1,70.4,B
20733,12.5,91.7,7.9,99.2,A
775507,3.8,57.5,6.0,55.0,C
920105,16.0,99.5,4.5,100.0,A
389176,16.0,98.1,7.3,95.3,A
711096,9.0,86.6,6.0,59.5,C
135223,16.0,69.5,3.6,90.3,A
811342,7.6,88.2,5.1,59.5,C
5586,9.9,79.7,4.6,80.8,B
491431,8.8,99.5,5.3,84.1,B
894199,16.0,79.0,6.0,100.0,A
822293,1.0,65.2,6.5,39.1,F
771627,16.0,99.7,6.5,83.4,B
608569,14.6,86.0,5.7,98.7,A
863891,16.0,84.2,6.5,100.0,A
927846,16.0,87.9,9.0,99.8,A
304117,16.0,91.3,5.4,100.0,A
991326,16.0,84.5,2.8,90.7,A
315268,13.0,86.9,7.2,86.9,A
419114,13.6,92.3,6.1,64.4,C
68016,4.4,86.9,7.7,58.6,C
42467,5.8,100.0,2.9,74.4,B
185213,16.0,79.9,6.6,97.3,A
102613,13.0,91.5,4.4,94.5,A
701510,16.0,70.8,5.5,100.0,A
51804,16.0,87.7,7.0,100.0,A
94642,6.0,79.2,4.2,55.4,C
856156,16.0,85.9,3.0,100.0,A
353637,13.8,72.2,7.0,85.6,A
717997,12.9,96.3,3.7,93.4,A
568383,16.0,93.2,8.5,100.0,A
758292,12.1,80.1,5.2,81.3,B
918223,16.0,91.3,5.0,100.0,A
542707,16.0,86.0,6.2,100.0,A
593082,15.7,73.9,10.0,93.3,A
18476,16.0,95.3,3.9,100.0,A
667835,16.0,100.0,8.3,100.0,A
392099,5.0,71.3,7.9,60.9,C
489092,10.8,82.5,3.5,93.9,A
564040,9.6,71.8,3.3,68.7,C
510755,15.6,91.3,4.5,88.3,A
798720,12.1,84.9,7.2,90.5,A
771522,16.0,88.1,10.0,100.0,A
64251,16.0,97.6,7.5,71.3,B
24468,16.0,88.9,8.1,100.0,A
947795,10.1,85.4,8.2,84.5,B
563064,7.3,75.5,7.7,43.5,D
572024,0.1,83.0,6.2,41.5,D
955116,16.0,71.5,5.8,96.4,A
173602,16.0,75.0,8.4,100.0,A
492330,0.6,93.6,5.8,56.6,C
971864,9.7,76.1,4.4,66.1,C
375154,13.3,88.6,8.4,78.0,B
966874,2.2,90.6,6.0,62.4,C
290219,6.9,62.2,7.2,62.8,C
604323,16.0,80.6,5.7,98.3,A
556270,16.0,90.1,5.3,100.0,A
176028,16.0,94.4,4.4,100.0,A
374247,0.0,85.6,4.1,45.1,D
113426,16.0,81.3,6.9,83.6,B
767499,10.3,91.8,5.7,78.2,B
46786,9.1,98.3,4.5,71.5,B
783965,13.1,100.0,3.7,75.5,B
430338,16.0,85.9,2.7,93.3,A
875724,16.0,62.9,6.9,100.0,A
137989,16.0,98.0,5.4,100.0,A
5160,7.1,100.0,3.6,76.6,B
232109,16.0,85.8,5.4,74.8,B
601342,10.5,95.7,8.1,92.8,A
395859,7.2,98.4,3.3,80.2,B
752472,13.1,78.0,4.2,80.5,B
858565,16.0,86.8,1.6,100.0,A
941660,5.8,84.6,4.2,63.3,C
989490,14.5,93.5,6.4,94.5,A
678100,11.5,82.7,1.6,84.5,B
206433,6.8,78.8,9.8,76.5,B
183812,16.0,80.7,4.4,96.4,A
578648,7.2,77.4,6.7,73.4,B
576559,16.0,77.0,9.0,89.7,A
510644,9.1,82.1,6.2,84.8,B
677408,16.0,81.3,8.5,100.0,A
337678,0.0,81.7,5.3,39.1,F
886605,16.0,89.5,6.6,89.1,A
542773,16.0,95.4,6.7,91.5,A
454189,16.0,77.4,7.0,92.2,A
956040,16.0,97.2,6.1,100.0,A
997751,12.4,73.0,5.8,98.3,A
554934,16.0,99.8,7.7,94.2,A
629928,10.4,85.0,8.3,63.0,C
828507,9.6,94.0,5.2,67.0,C
558402,11.1,79.1,8.8,74.3,B
21472,12.3,92.5,4.7,70.9,B
111071,16.0,82.7,5.6,86.2,A
976430,8.9,76.5,9.1,75.9,B
755127,16.0,66.6,3.3,80.9,B
156848,16.0,91.2,3.2,100.0,A
30768,8.8,100.0,7.7,77.8,B
546969,13.4,80.9,2.1,68.5,C
31380,14.2,88.7,6.0,73.7,B
283112,6.4,95.2,6.1,57.4,C
729688,16.0,73.3,7.1,98.4,A
595463,16.0,100.0,8.1,100.0,A
978821,16.0,87.9,7.4,92.1,A
828447,16.0,86.5,0.0,100.0,A
385554,16.0,91.8,6.7,89.9,A
73904,16.0,84.7,8.6,100.0,A
534951,13.7,74.0,9.5,94.3,A
516418,9.3,96.3,5.4,78.1,B
181198,16.0,78.4,7.1,100.0,A
84955,5.6,84.9,6.8,56.2,C
224354,9.5,100.0,6.9,89.8,A
678792,16.0,69.3,4.0,100.0,A
289277,16.0,82.1,5.1,87.4,A
687034,16.0,79.8,6.0,89.5,A
224229,16.0,94.1,7.8,95.6,A
38052,16.0,87.6,7.2,100.0,A
410562,16.0,80.5,7.6,100.0,A
803840,16.0,81.1,4.0,100.0,A
180524,11.0,88.4,8.0,78.6,B
921576,16.0,94.5,7.4,91.8,A
818430,16.0,81.4,5.4,90.9,A
658794,16.0,72.7,4.3,99.7,A
676284,16.0,72.1,6.5,100.0,A
181433,14.6,91.9,6.5,96.8,A
483150,6.6,85.4,10.0,71.6,B
419435,15.9,87.2,8.5,76.0,B
607376,13.2,95.6,5.9,80.0,B
452451,16.0,98.2,8.3,89.0,A
275183,16.0,62.0,3.9,92.1,A
851724,16.0,85.7,6.5,100.0,A
707156,9.1,89.4,6.9,79.2,B
258311,7.6,80.6,8.4,74.4,B
283609,13.1,85.7,7.0,58.8,C
539953,16.0,76.0,5.9,97.3,A
183003,11.3,95.0,10.0,87.6,A
412322,12.6,77.3,5.6,100.0,A
539906,13.0,84.9,5.6,76.3,B
417467,16.0,88.6,6.8,95.9,A
467355,16.0,85.7,3.9,97.4,A
654208,15.0,95.0,8.8,82.2,B
177109,16.0,92.2,4.9,100.0,A
396133,15.0,74.8,6.1,100.0,A
103219,16.0,84.5,3.0,76.9,B
505352,16.0,83.0,2.6,82.6,B
713175,16.0,88.3,6.4,92.8,A
297975,10.8,90.9,6.7,65.2,C
742747,16.0,88.0,5.6,100.0,A
500378,15.7,73.7,5.6,78.4,B
118647,16.0,77.5,2.6,100.0,A
253205,9.4,87.3,4.3,78.2,B
46047,16.0,97.0,6.4,86.0,A
177770,16.0,82.0,5.3,100.0,A
485559,16.0,87.2,2.4,100.0,A
648696,16.0,86.9,8.5,100.0,A
262906,14.3,80.8,10.0,95.0,A
527907,11.6,84.2,10.0,76.5,B
423417,9.6,75.1,5.8,73.1,B
975199,16.0,75.8,7.3,76.1,B
177025,14.9,81.2,6.9,83.3,B
868925,9.6,87.9,4.9,70.8,B
126238,14.8,88.5,9.0,99.4,A
438920,15.8,100.0,5.5,93.4,A
757284,12.6,96.8,4.8,80.6,B
123279,14.0,85.4,4.9,79.4,B
974989,14.4,91.4,5.4,91.1,A
885854,11.6,74.7,8.7,70.5,B
12787,16.0,92.1,4.6,94.6,A
718965,15.1,90.5,6.1,72.5,B
691854,0.0,72.6,4.5,42.5,D
344833,3.5,76.3,6.6,69.9,C
374210,16.0,62.3,6.9,97.2,A
114159,9.0,93.0,5.5,72.0,B
333417,3.0,79.4,5.1,44.3,D
728987,6.7,83.4,6.2,64.7,C
75704,16.0,78.5,5.4,75.6,B
858833,16.0,82.9,6.5,100.0,A
168250,16.0,83.1,5.7,96.8,A
540470,16.0,78.4,5.2,100.0,A
977284,16.0,74.8,4.7,100.0,A
436384,16.0,72.0,4.6,90.9,A
548954,15.3,90.3,6.4,80.5,B
206159,16.0,77.9,8.5,100.0,A
941459,16.0,94.2,6.3,91.3,A
187615,11.6,78.0,4.6,77.2,B
737199,16.0,81.0,4.3,92.9,A
551736,16.0,83.0,4.0,100.0,A
401404,3.8,93.3,10.0,62.3,C
683302,16.0,62.5,6.3,97.1,A
582020,16.0,82.8,4.5,97.7,A
833862,0.0,86.8,6.9,65.3,C
269976,16.0,75.4,4.8,100.0,A
194571,6.6,83.2,4.9,74.4,B
581453,14.4,79.5,2.4,81.7,B
826654,16.0,61.9,5.6,95.7,A
124654,14.7,77.1,7.0,77.8,B
298011,10.3,53.3,5.5,80.5,B
682302,13.6,80.1,4.4,100.0,A
538435,5.8,100.0,6.6,52.1,D
52111,10.3,96.7,5.1,78.8,B
540981,10.5,75.1,9.3,69.4,C
940606,16.0,68.7,0.7,91.5,A
251488,16.0,77.8,6.5,89.8,A
399707,13.6,84.2,4.0,83.8,B
578411,16.0,90.6,5.8,98.4,A
821866,12.4,81.4,6.8,86.1,A
286357,4.3,100.0,8.1,50.8,D
243087,14.3,97.0,6.9,83.4,B
807972,5.2,92.7,3.5,63.0,C
84953,0.0,71.1,3.5,51.2,D
723894,7.9,87.2,8.0,71.9,B
962347,8.2,100.0,5.7,67.1,C
86748,16.0,84.4,2.9,88.5,A
428570,9.3,86.2,6.0,78.1,B
185235,14.4,68.0,1.8,88.5,A
100801,11.9,79.8,6.9,68.7,C
264556,16.0,89.5,5.7,100.0,A
558681,16.0,85.5,6.4,85.1,A
602823,6.4,93.8,5.9,71.6,B
378706,16.0,70.5,4.1,93.0,A
783799,13.0,92.9,10.0,90.4,A
400289,14.3,73.5,10.0,100.0,A
66798,15.1,95.4,8.3,82.9,B
935665,13.0,71.0,2.9,96.0,A
870116,5.4,81.0,7.2,68.4,C
851487,12.7,83.1,7.5,72.5,B
788404,7.9,85.4,5.3,74.1,B
289380,8.4,73.9,7.5,67.0,C
280822,16.0,88.3,5.0,95.4,A
533420,15.1,87.8,3.7,72.4,B
597344,16.0,85.0,10.0,91.9,A
858078,15.8,93.7,8.6,93.8,A
246877,6.0,78.8,3.5,73.6,B
215839,16.0,81.0,7.2,92.0,A
900711,16.0,77.2,9.2,100.0,A
832476,15.5,77.7,7.5,81.7,B
188885,0.0,100.0,6.2,65.8,C
113866,10.8,89.1,4.1,74.2,B
701861,16.0,89.5,3.3,93.1,A
846226,16.0,75.4,6.4,100.0,A
82017,16.0,85.9,8.3,100.0,A
113552,10.4,79.2,4.6,58.5,C
151561,16.0,87.2,4.4,93.9,A
752778,16.0,75.8,8.5,100.0,A
205222,14.2,76.8,9.8,90.3,A
263460,16.0,69.4,6.0,100.0,A
936926,15.0,76.9,8.1,84.4,B
385584,16.0,92.7,4.2,100.0,A
187024,16.0,77.3,10.0,100.0,A
733708,11.0,93.3,4.3,78.0,B
603479,13.5,90.6,8.0,95.8,A
403682,16.0,78.6,6.7,100.0,A
821590,16.0,84.2,6.2,87.2,A
749191,0.0,90.4,4.1,38.3,F
680905,16.0,91.5,6.7,84.2,B
958750,15.6,97.2,2.5,87.7,A
703397,16.0,92.0,5.7,100.0,A
957229,8.2,82.3,3.6,61.2,C
396943,16.0,79.0,4.5,85.7,A
537150,16.0,91.7,4.7,100.0,A
500839,12.6,90.7,7.0,89.9,A
366595,16.0,84.5,10.0,100.0,A
473038,10.7,85.0,6.6,58.3,C
136580,6.7,79.1,8.9,68.4,C
664900,1.5,83.7,6.9,69.2,C
218746,11.5,82.3,6.0,86.2,A
698107,12.7,93.1,8.1,91.9,A
675512,16.0,91.8,3.7,100.0,A
927370,16.0,90.3,8.6,100.0,A
40631,16.0,70.3,6.3,100.0,A
237653,14.2,86.5,2.7,68.6,C
550466,14.6,76.5,4.6,87.8,A
958642,0.0,97.8,5.5,54.6,D
853174,2.1,88.4,4.6,54.5,D
529445,16.0,88.8,8.5,100.0,A
614069,16.0,92.9,7.4,100.0,A
88241,6.9,94.2,7.4,63.9,C
555440,16.0,92.3,3.5,100.0,A
325264,16.0,90.3,7.1,100.0,A
903702,16.0,93.5,6.9,85.1,A
581493,16.0,81.8,4.5,100.0,A
94349,16.0,84.7,10.0,100.0,A
986723,16.0,87.6,9.3,100.0,A
650848,14.9,98.9,5.6,85.3,A
517578,16.0,64.5,5.0,91.1,A
444558,5.4,68.3,6.3,65.3,C
262436,16.0,96.2,7.2,88.4,A
672027,16.0,78.9,3.5,100.0,A
171410,16.0,75.2,7.6,100.0,A
7774,16.0,76.8,5.1,87.6,A
88227,16.0,91.0,5.7,70.0,B
974167,8.5,74.4,4.9,85.3,A
513510,16.0,79.8,7.3,88.6,A
23894,11.8,99.9,4.6,70.5,B
851991,16.0,77.2,10.0,100.0,A
987001,8.2,85.1,4.9,70.5,B
763564,16.0,80.1,7.2,98.2,A
827393,15.2,78.6,7.8,83.9,B
180197,16.0,100.0,0.9,100.0,A
988291,16.0,79.4,6.7,87.8,A
482409,14.7,90.8,2.5,99.0,A
468262,8.3,83.2,8.7,70.7,B
598614,0.0,89.5,7.2,35.5,F
349295,16.0,83.0,6.5,100.0,A
562155,14.0,80.5,5.5,78.9,B
720133,16.0,91.7,8.0,91.7,A
701354,16.0,82.5,6.5,100.0,A
405824,16.0,80.9,4.5,100.0,A
924609,7.6,65.7,7.5,82.7,B
986080,9.4,82.3,7.0,99.1,A
623852,5.5,82.8,3.7,51.2,D
114774,15.4,85.1,10.0,87.3,A
693624,2.1,100.0,5.7,55.6,C
990300,16.0,74.7,7.7,92.5,A
868558,16.0,76.3,7.2,91.3,A
23658,16.0,80.9,4.9,100.0,A
236716,11.9,97.1,8.6,84.9,B
669851,16.0,86.9,1.9,93.4,A
771837,9.6,66.7,7.3,65.1,C
313134,7.2,91.9,6.0,62.8,C
134260,15.8,75.2,5.1,75.6,B
487799,14.0,86.8,8.0,75.4,B
900990,16.0,78.3,7.9,100.0,A
418355,16.0,100.0,5.4,100.0,A
174966,16.0,89.0,8.2,91.5,A
910906,16.0,82.1,9.2,92.9,A
339380,4.0,51.3,6.8,47.3,D
147352,16.0,85.5,6.6,100.0,A
533230,16.0,91.9,8.0,100.0,A
253110,16.0,78.7,5.9,96.8,A
832438,16.0,90.5,4.4,90.1,A
729289,16.0,84.5,6.5,95.1,A
545713,5.9,78.5,6.9,62.6,C
860883,6.7,88.1,5.4,71.8,B
773303,16.0,77.7,6.4,100.0,A
209499,16.0,90.0,7.4,100.0,A
984797,16.0,92.6,6.9,100.0,A
817181,16.0,86.0,6.8,95.4,A
677294,16.0,77.1,7.2,77.2,B
607585,7.6,96.1,7.2,77.6,B
243444,9.1,100.0,7.6,81.9,B
356715,11.2,80.2,4.5,86.3,A
487139,4.3,93.6,7.8,63.2,C
30806,16.0,76.8,6.0,100.0,A
952936,3.9,100.0,7.5,56.8,C
686859,8.5,69.7,4.2,60.5,C
844369,16.0,84.4,7.6,100.0,A
756087,12.4,76.9,4.4,75.8,B
738236,14.4,81.2,4.0,76.4,B
864796,14.7,93.3,4.0,60.4,C
163733,1.9,82.0,2.4,58.9,C
66466,5.3,100.0,2.9,65.3,C
348036,7.4,80.0,5.4,52.0,D
556742,16.0,100.0,5.0,88.3,A
153527,16.0,76.2,10.0,96.8,A
695552,16.0,85.8,7.7,70.4,B
140326,5.1,68.5,6.3,51.7,D
24158,14.7,71.9,5.0,84.8,B
446443,16.0,60.5,5.4,88.4,A
968389,16.0,86.7,5.6,94.9,A
254934,16.0,67.2,5.0,87.9,A
805443,8.7,82.8,7.6,81.7,B
999026,8.3,84.6,6.7,67.2,C
23620,16.0,80.1,10.0,100.0,A
835496,10.9,74.2,6.1,85.0,B
280628,16.0,71.3,6.1,99.7,A
472253,16.0,78.3,5.3,82.6,B
904985,16.0,100.0,10.0,100.0,A
523937,0.0,78.3,4.4,62.2,C
266544,16.0,80.5,2.0,98.8,A
586768,16.0,93.9,4.5,100.0,A
480503,10.1,93.7,4.2,73.0,B
706526,16.0,93.8,5.8,94.7,A
814976,13.5,78.2,7.9,83.9,B
34431,14.1,98.8,2.0,84.5,B
860095,6.1,89.3,4.7,79.9,B
894797,3.0,82.6,6.4,75.5,B
208747,11.8,74.3,5.2,91.6,A
379116,16.0,91.3,5.2,79.9,B
846212,14.2,69.9,6.2,89.4,A
511702,6.3,91.8,4.9,57.5,C
532826,16.0,86.4,6.7,97.5,A
594606,16.0,67.3,6.6,90.1,A
710723,16.0,66.0,2.3,73.0,B
666572,16.0,84.3,7.5,100.0,A
761689,14.1,92.0,6.8,79.3,B
778599,6.5,82.1,5.5,83.8,B
926976,6.5,79.4,5.6,65.6,C
46802,14.0,93.3,5.5,66.4,C
324452,11.4,91.2,6.6,88.5,A
376629,16.0,88.1,3.9,100.0,A
542551,16.0,90.1,5.5,98.9,A
513763,4.1,91.3,8.3,72.3,B
830315,14.8,87.2,5.7,90.1,A
489102,16.0,76.8,6.9,86.0,A
862032,8.7,67.3,4.9,68.2,C
772979,16.0,78.6,4.2,90.6,A
323680,9.6,78.5,7.3,68.2,C
558407,9.7,73.5,7.7,75.7,B
416126,16.0,82.5,5.3,100.0,A
538511,16.0,76.3,1.8,92.2,A
419836,16.0,83.4,6.6,95.2,A
68974,11.2,71.6,8.0,76.1,B
973474,5.8,61.2,3.9,64.0,C
805503,16.0,87.1,3.5,100.0,A
521954,16.0,77.2,6.4,100.0,A
311121,13.4,86.1,3.0,93.3,A
431947,16.0,89.6,10.0,86.8,A
487013,16.0,78.6,4.1,93.4,A
773144,10.7,76.1,6.7,100.0,A
657331,13.6,76.0,5.1,81.0,B
150751,16.0,89.8,6.6,100.0,A
478322,13.1,76.3,6.4,88.0,A
564694,9.8,76.1,9.1,97.5,A
689769,16.0,85.1,3.1,100.0,A
256337,7.0,78.9,4.9,77.2,B
393208,6.8,77.0,3.0,70.5,B
423340,16.0,83.0,3.5,86.9,A
674848,1.6,100.0,4.5,33.7,F
159904,15.0,93.1,6.9,75.3,B
137733,0.6,81.0,6.3,62.2,C
778880,15.5,87.9,3.8,100.0,A
441537,16.0,78.0,4.6,78.3,B
624086,16.0,91.9,3.6,100.0,A
613052,16.0,88.3,8.0,100.0,A
768307,16.0,85.8,2.3,100.0,A
162309,10.3,75.0,7.8,79.1,B
929312,15.6,75.4,3.5,70.6,B
2224,13.7,80.0,5.4,74.7,B
87580,16.0,81.9,5.0,82.0,B
37680,16.0,90.0,4.9,100.0,A
570960,16.0,77.7,8.1,97.8,A
937338,6.5,84.2,5.0,67.0,C
224605,12.0,86.3,5.0,89.8,A
592089,16.0,92.9,5.4,92.0,A
660041,16.0,71.6,5.5,92.9,A
215533,13.1,94.5,5.2,82.3,B
743034,16.0,97.5,6.8,100.0,A
890377,12.9,85.6,8.8,91.8,A
113327,10.5,79.8,5.3,58.0,C
514523,14.1,78.8,5.3,83.5,B
240466,3.2,80.6,6.9,60.0,C
768483,15.5,89.2,5.1,85.4,A
595401,16.0,92.6,9.2,94.5,A
826188,12.8,76.0,6.6,77.8,B
463745,16.0,77.5,9.1,100.0,A
142577,15.4,78.9,8.0,82.5,B
68170,16.0,51.5,8.3,100.0,A
55998,15.9,82.3,6.7,87.0,A
81811,16.0,97.2,1.6,100.0,A
673771,9.8,90.8,4.0,79.9,B
843567,4.5,97.7,6.0,64.6,C
622325,14.2,92.6,7.2,91.7,A
276628,16.0,79.9,4.4,100.0,A
63528,16.0,81.3,6.8,100.0,A
301783,16.0,83.7,2.5,100.0,A
614788,12.6,74.9,7.5,84.0,B
348785,16.0,77.4,5.9,100.0,A
411309,16.0,91.2,6.6,100.0,A
580013,6.6,100.0,5.2,58.9,C
93815,6.2,86.0,5.5,64.4,C
539698,5.3,71.8,2.5,60.5,C
275612,9.3,100.0,3.2,78.0,B
747590,16.0,84.0,5.0,100.0,A
852874,16.0,100.0,6.2,93.5,A
518431,16.0,86.4,6.0,90.3,A
746111,12.9,88.2,9.1,72.1,B
889871,6.4,95.4,9.5,81.5,B
366976,0.0,75.4,2.0,35.4,F
802789,13.4,93.4,6.4,76.6,B
915078,10.2,96.9,3.8,63.9,C
365718,13.7,75.0,7.7,94.5,A
593726,14.7,89.7,5.9,99.1,A
303713,7.6,74.6,3.3,77.0,B
634623,16.0,80.2,7.4,100.0,A
35332,9.1,73.1,8.2,71.1,B
982426,16.0,78.8,8.5,89.8,A
301624,10.2,97.1,3.3,91.0,A
901308,16.0,95.7,4.6,100.0,A
526877,12.1,79.1,7.5,83.0,B
141624,16.0,100.0,3.2,100.0,A
187278,16.0,100.0,6.8,92.1,A
957433,16.0,100.0,5.9,77.1,B
29447,16.0,74.0,5.0,97.8,A
409555,9.3,77.4,9.3,61.0,C
83703,0.0,69.2,5.8,45.0,D
494518,16.0,75.4,5.1,96.7,A
760478,11.3,95.9,7.8,63.1,C
276371,16.0,79.1,6.3,99.8,A
602723,8.7,87.5,5.0,62.7,C
560762,16.0,82.4,3.6,100.0,A
530113,4.4,100.0,9.3,54.7,D
409545,0.0,87.5,7.3,44.1,D
977228,10.7,98.2,8.0,79.6,B
346260,16.0,86.2,4.4,94.5,A
970638,15.8,91.0,7.4,89.4,A
330366,16.0,84.9,4.8,100.0,A
558923,13.4,75.6,5.1,93.3,A
843270,9.3,96.0,10.0,72.7,B
739399,16.0,71.6,2.4,100.0,A
652504,16.0,70.4,6.8,100.0,A
981129,6.8,81.8,9.1,45.4,D
646480,0.0,74.5,4.3,56.8,C
206887,16.0,90.5,2.9,100.0,A
357170,11.8,93.6,6.8,80.7,B
321239,15.3,80.6,4.4,77.4,B
274284,16.0,79.8,4.2,100.0,A
257944,16.0,84.4,8.1,100.0,A
965650,5.3,81.8,5.4,67.2,C
148853,12.6,84.5,7.0,93.0,A
430327,16.0,94.5,6.4,88.7,A
188366,14.7,72.9,5.7,91.2,A
752251,16.0,100.0,7.7,78.2,B
356276,10.7,65.0,3.0,83.1,B
272123,16.0,76.3,6.7,100.0,A
54489,16.0,85.8,6.1,100.0,A
688524,15.9,100.0,8.6,96.3,A
986271,3.8,93.1,9.7,65.6,C
781452,4.0,79.0,5.6,66.3,C
825526,13.6,82.7,6.8,90.5,A
404586,12.9,92.7,6.6,74.7,B
954526,10.2,88.9,6.5,57.8,C
746212,0.0,100.0,6.6,63.2,C
487429,16.0,78.2,7.7,100.0,A
908845,15.6,90.2,6.6,80.0,B
415593,16.0,58.6,3.2,100.0,A
828902,11.1,87.3,4.6,89.2,A
140117,16.0,77.7,5.4,100.0,A
823269,16.0,92.2,6.3,100.0,A
784467,16.0,75.1,7.3,100.0,A
258534,11.4,77.3,5.8,73.1,B
473545,0.9,66.6,5.6,54.1,D
857805,16.0,90.6,5.8,68.3,C
509150,16.0,74.6,4.4,96.6,A
251456,7.5,99.7,5.7,53.9,D
633392,14.1,76.5,4.9,89.8,A
1886,16.0,92.7,7.7,90.5,A
546181,13.7,80.8,6.7,79.7,B
629120,16.0,71.4,3.0,100.0,A
901205,9.7,67.7,6.5,78.8,B
556931,10.9,70.9,1.9,69.1,C
309220,16.0,60.4,7.6,100.0,A
316354,16.0,77.2,4.2,94.5,A
471245,16.0,88.7,5.1,100.0,A
707813,16.0,82.1,9.0,100.0,A
361120,9.7,97.7,6.2,78.2,B
980833,6.0,72.8,4.8,62.6,C
541719,10.3,87.3,3.9,81.7,B
551645,11.3,95.4,7.9,58.0,C
668699,13.0,87.2,8.4,82.2,B
810980,13.2,69.6,5.1,79.7,B
833141,15.6,78.4,6.6,76.2,B
58131,12.2,99.6,9.0,65.1,C
